Mini Fabrica,Codigo Item,Descricao Item,Tipo Unidade,Codigo Cor,Descricao Cor,Tam,Deve (Abast),Saldo em Casa,Origem do Saldo
Mini Fabrica - 10,173406,GASPEA LOC PESARO(ACT 0/I 24) L.4935.100,PAR,93237,MARINHO 1128,2,-408.0,0.00000,nacional
Mini Fabrica - 10,173406,GASPEA LOC PESARO(ACT 0/I 24) L.4935.100,PAR,93237,MARINHO 1128,4,-449.0,86.00000,nacional
Mini Fabrica - 10,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,25405,PRETO 01/BRANCO 15/PRETO 01,,-235.598,0.00000,nacional
Mini Fabrica - 10,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,26485,BRANCO 99/BRANCO 15/BRANCO 15,,-61.774,0.00000,nacional
Mini Fabrica - 10,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,73980,CAFE 856/BRANCO 15/PRETO 01,,-206.406,0.00000,nacional
Mini Fabrica - 10,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-2.125,1.00000,nacional
Mini Fabrica - 10,187352,NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25)+VELVET,,36126,BRANCO OFF 526/CREME 516,,-20.0,29.90000,nacional
Mini Fabrica - 10,187571,"TECIDO XANGAI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,32908,PRETO 01/CINZA/PRETO 01,,-11.27,45.00000,nacional
Mini Fabrica - 10,187571,"TECIDO XANGAI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,103332,CHUMBO 1321/CINZA/PRETO 01,,-40.053,0.00000,nacional
Mini Fabrica - 10,187654,NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX,,96142,CAMEL 1165/BISCOITO,,-9.054,0.00000,nacional
Mini Fabrica - 10,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,32908,PRETO 01/CINZA/PRETO 01,,-23.147,0.00000,nacional
Mini Fabrica - 10,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,93368,MARINHO 1128/CINZA/PRETO 01,,-6.762,0.00000,nacional
Mini Fabrica - 10,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,104524,TAUPE 1325/CINZA/PRETO 01,,-13.718,0.00000,nacional
Mini Fabrica - 10,192734,TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50,,15758,PRETO 01/PRETO 01,,-58.54,30.00000,nacional
Mini Fabrica - 10,193215,BRILHO ITALIA PU 0.9 (P/V 25/26)+POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,40525,DOURADO/BRANCO 15/NATURAL,,-0.491,0.00000,nacional
Mini Fabrica - 10,194041,TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300,,15745,PRETO 01,,-123.941,255.00000,nacional
Mini Fabrica - 10,195878,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO +VELVET,,106878,CHOCOLATE 1456/PRETO 01,,-3.911,3.00000,nacional
Mini Fabrica - 10,195878,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO +VELVET,,109066,CASTANHO 1455/CASTANHO,,-37.0,69.90000,nacional
Mini Fabrica - 10,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,15758,PRETO 01/PRETO 01,,-1.634,0.00000,nacional
Mini Fabrica - 10,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,106878,CHOCOLATE 1456/PRETO 01,,-9.709,128.00000,nacional
Mini Fabrica - 10,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,107559,CASTANHO 1455/CRU 20,,-7.512,8.20000,nacional
Mini Fabrica - 10,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,101439,CACAU 1277,,-5.548,0.00000,nacional
Mini Fabrica - 10,201688,TECIDO GAIA (ACT O/I25),,15745,PRETO 01,,-16.083,0.00000,nacional
Mini Fabrica - 10,201688,TECIDO GAIA (ACT O/I25),,16072,BRANCO 99,,-0.627,0.00000,nacional
Mini Fabrica - 10,201688,TECIDO GAIA (ACT O/I25),,93244,BRANCO OFF 1132,,-0.269,0.00000,nacional
Mini Fabrica - 10,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,93518,MARINHO 1128/PRETO/PRETO,,-5.104,0.00000,nacional
Mini Fabrica - 10,202295,NAPA MICRO PERFUROS GALY P.U 1.0 (MD P/V 23/24)+CACHAREL SOFT,,15758,PRETO 01/PRETO 01,,-28.122,0.00000,nacional
Mini Fabrica - 10,204119,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+FILME SC 50,,16072,BRANCO 99,,-2.509,0.00000,nacional
Mini Fabrica - 10,204339,TECIDO GAIA (ACT O/I25)+VELVET 0.50,,15787,PRETO 01/PRETO,,-64.725,0.00000,nacional
Mini Fabrica - 10,204339,TECIDO GAIA (ACT O/I25)+VELVET 0.50,,66355,CAMEL 778/CAPUCCINO,,-22.002,0.00000,nacional
Mini Fabrica - 16,23124,TERMOPONTO P345/11 - 120,,3,PRETO,,-0.425,117.00000,nacional
Mini Fabrica - 16,23124,TERMOPONTO P345/11 - 120,,50,NATURAL,,-0.6,186.00000,nacional
Mini Fabrica - 16,25567,AVESSO VELUR,,3,PRETO,,-61.847,0.00000,nacional
Mini Fabrica - 16,25567,AVESSO VELUR,,35313,CREME 516,,-1.026,0.00000,nacional
Mini Fabrica - 16,56427,PELICA PU 1.0 (V O/I 2014),,15745,PRETO 01,,-15.61,0.00000,nacional
Mini Fabrica - 16,56577,FORRO MILANO PU 0.7(B O/I 2014),,83517,CREME 985,,-3.665,152.00000,nacional
Mini Fabrica - 16,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-24.776,93.00000,nacional
Mini Fabrica - 16,56577,FORRO MILANO PU 0.7(B O/I 2014),,101321,CHOCOLATE 1271,,-22.8,50.00000,nacional
Mini Fabrica - 16,58702,"FORRO CACHAREL CONFORT(MD O/I 2014)+ESP.PU2,5 D30+SPO40GR ANTI- MICROBI",,15745,PRETO 01,,-0.508,37.90000,nacional
Mini Fabrica - 16,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,15745,PRETO 01,,-3.046,0.00000,nacional
Mini Fabrica - 16,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,29452,BEGE 435,,-5.481,25.00000,nacional
Mini Fabrica - 16,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-0.139,30.00000,nacional
Mini Fabrica - 16,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,37331,BRANCO OFF 526/BISCOITO,,-0.849,107.50000,nacional
Mini Fabrica - 16,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,96142,CAMEL,,-51.822,1.50000,nacional
Mini Fabrica - 16,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,100874,CAMEL 1165/BRANCO 15/CAMEL 1165,,-0.462,12.00000,nacional
Mini Fabrica - 16,83164,VERNIZ GLAM PU 1.0 (M O/I 2017)+VELVET,,15787,PRETO 01/PRETO,,-141.808,0.00000,nacional
Mini Fabrica - 16,92871,MALHA ADTERM MA 140P CONFORFLEX 650C,,15745,PRETO 01,,-6.142,0.00000,nacional
Mini Fabrica - 16,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,89673,TAN 1080,,-48.613,60.00000,nacional
Mini Fabrica - 16,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,15745,PRETO 01,,-0.193,0.00000,nacional
Mini Fabrica - 16,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,100769,AVELA 1248/CRU 20,,-8.411,84.00000,nacional
Mini Fabrica - 16,130334,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+BASE FLEX 1.0,,15787,PRETO 01/PRETO,,-3.262,22.00000,nacional
Mini Fabrica - 16,135523,NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO,,15745,PRETO 01,,-28.41,120.00000,nacional
Mini Fabrica - 16,144871,ESPUMA PU NZ N D50 12MM (V P/V 16/17),,1,BRANCO,,-25.729,0.00000,nacional
Mini Fabrica - 16,157751,FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18,,35312,BRANCO OFF 526,,-7.694,29.60000,nacional
Mini Fabrica - 16,157751,FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18,,95373,CAMEL 1165,,-3.898,12.90000,nacional
Mini Fabrica - 16,158021,NAPA BERLIM PU 1.2 (M O/I 2023)+CACHAREL SOFT,,89680,TAN 1080/CREME 516,,-0.381,0.00000,nacional
Mini Fabrica - 16,158021,NAPA BERLIM PU 1.2 (M O/I 2023)+CACHAREL SOFT,,100604,AVELA 1248/CREME 516,,-2.475,0.00000,nacional
Mini Fabrica - 16,162659,NAPA GENEBRA PU 1.2 (B O/I 2020)+CACHAREL SOFT,,73437,CAFE 856/PRETO 01,,-25.835,0.00000,nacional
Mini Fabrica - 16,164444,"TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30",,29497,BEGE 435/BRANCO 15,,-7.718,0.00000,nacional
Mini Fabrica - 16,164444,"TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30",,105638,AVELA 1248/BRANCO 15,,-44.227,0.00000,nacional
Mini Fabrica - 16,168862,NAPA SUPREMA PU 0.9 (MD O/I 25),,16072,BRANCO 99,,-53.296,0.00000,nacional
Mini Fabrica - 16,168862,NAPA SUPREMA PU 0.9 (MD O/I 25),,35312,BRANCO OFF 526,,-41.971,0.00000,nacional
Mini Fabrica - 16,168873,NAPA CALF PU 0.9 ( P/V 24/25),,15745,PRETO 01,,-1.36,0.00000,nacional
Mini Fabrica - 16,168873,NAPA CALF PU 0.9 ( P/V 24/25),,35312,BRANCO OFF 526,,-3.99,0.00000,nacional
Mini Fabrica - 16,168873,NAPA CALF PU 0.9 ( P/V 24/25),,101321,CHOCOLATE 1271,,-4.97,28.00000,nacional
Mini Fabrica - 16,168873,NAPA CALF PU 0.9 ( P/V 24/25),,107613,TERRACOTA 1477,,-63.37,160.00000,nacional
Mini Fabrica - 16,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-71.844,0.00000,nacional
Mini Fabrica - 16,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-18.578,1.00000,nacional
Mini Fabrica - 16,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,105704,OSTRA 1431,,-0.366,0.00000,nacional
Mini Fabrica - 16,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107610,OLIVE 1469,,-4.384,50.00000,nacional
Mini Fabrica - 16,183803,NAPA TURIM GALES PU 1.0 (B P/V 24/25)+BASE FLEX 1.0,,37331,BRANCO OFF 526/BISCOITO,,-19.126,0.00000,nacional
Mini Fabrica - 16,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,15758,PRETO 01/PRETO 01,,-19.06,31.00000,nacional
Mini Fabrica - 16,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,101646,CHOCOLATE 1271/PRETO,,-10.79,29.00000,nacional
Mini Fabrica - 16,187654,NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX,,107628,OLIVE 1469/BISCOITO,,-0.66,0.00000,nacional
Mini Fabrica - 16,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,104337,BRONZE 1402,,-2.113,62.00000,nacional
Mini Fabrica - 16,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-8.88,20.00000,nacional
Mini Fabrica - 16,193461,BRILHO ITALIA PU 0.9 +FILME TACK 40 GR,,66,DOURADO,,-3.598,0.00000,nacional
Mini Fabrica - 16,195710,CAMURCAO LONDON PU 1.2 (V O/I 25)-IMPORTADO+FILME TACK 40GR,,106595,BRANCO OFF 1449,,-29.197,0.00000,nacional
Mini Fabrica - 16,195710,CAMURCAO LONDON PU 1.2 (V O/I 25)-IMPORTADO+FILME TACK 40GR,,106596,CARAMELO 1450,,-7.116,3.00000,nacional
Mini Fabrica - 16,196091,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO+BASE FLEX,,107388,CARAMELO 1450/BISCOITO,,-12.038,0.00000,nacional
Mini Fabrica - 16,196091,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO+BASE FLEX,,107778,BRANCO OFF 1449/BISCOITO,,-6.62,14.50000,nacional
Mini Fabrica - 16,196688,CAMURCAO LONDON PU 1.2 (V O/I 25)+CACHAREL SOFT,,15758,PRETO 01/PRETO 01,,-2.376,0.00000,nacional
Mini Fabrica - 16,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,101439,CACAU 1277,,-2.422,0.00000,nacional
Mini Fabrica - 16,200331,NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT,,15758,PRETO 01/PRETO 01,,-24.318,0.00000,nacional
Mini Fabrica - 16,200331,NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT,,84081,CAFE 987/PRETO 01,,-5.392,0.00000,nacional
Mini Fabrica - 16,200331,NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT,,89680,TAN 1080/CREME 516,,-0.404,4.50000,nacional
Mini Fabrica - 16,200331,NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT,,100604,AVELA 1248/CREME 516,,-2.626,0.00000,nacional
Mini Fabrica - 16,202643,NAPA SOFT MADRI PU 1.0 (V O/I 23/24)+BASE FLEX,,37331,BRANCO OFF 526/BISCOITO,,-0.248,19.00000,nacional
Mini Fabrica - 16,206575,PELICA PU 1.0 (V O/I 2014)+CACHAREL SOFT,,84081,CAFE 987/PRETO 01,,-10.51,0.00000,nacional
Mini Fabrica - 19,23124,TERMOPONTO P345/11 - 120,,3,PRETO,,-21.04,117.00000,nacional
Mini Fabrica - 19,23124,TERMOPONTO P345/11 - 120,,50,NATURAL,,-8.16,186.00000,nacional
Mini Fabrica - 19,25567,AVESSO VELUR,,3,PRETO,,-3.791,0.00000,nacional
Mini Fabrica - 19,25567,AVESSO VELUR,,35313,CREME 516,,-3.698,0.00000,nacional
Mini Fabrica - 19,34062,PANO P/ REFORCO CR 150,,0,SEM COR,,-7.521,4123.90000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,50,NATURAL,,-107.849,0.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,15745,PRETO 01,,-1.058,0.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,29452,BEGE 435,,-4.368,0.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-0.763,26.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,83517,CREME 985,,-40.709,152.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,89673,TAN 1080,,-41.481,69.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-4.225,93.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,101321,CHOCOLATE 1271,,-18.459,50.00000,nacional
Mini Fabrica - 19,56577,FORRO MILANO PU 0.7(B O/I 2014),,107610,OLIVE 1469,,-2.724,46.00000,nacional
Mini Fabrica - 19,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,15745,PRETO 01,,-4.627,44.00000,nacional
Mini Fabrica - 19,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,29452,BEGE 435,,-0.661,25.00000,nacional
Mini Fabrica - 19,63609,FORRO MILANO PU 0.7+PX25+FILME PU 400,,50,NATURAL,,-97.35,229.40000,nacional
Mini Fabrica - 19,64664,FORRO FACHETE PVC 0.8 (B O/I 2015),,15745,PRETO 01,,-24.928,21.00000,nacional
Mini Fabrica - 19,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,29452,BEGE 435,,-2.481,25.00000,nacional
Mini Fabrica - 19,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,52531,NUDE 658,,-17.478,0.00000,nacional
Mini Fabrica - 19,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,83517,CREME 985,,-44.965,0.00000,nacional
Mini Fabrica - 19,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,89673,TAN 1080,,-37.703,65.00000,nacional
Mini Fabrica - 19,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107613,TERRACOTA 1477,,-16.037,26.00000,nacional
Mini Fabrica - 19,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,15758,PRETO 01/PRETO 01,,-5.233,392.80000,nacional
Mini Fabrica - 19,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,105897,OSTRA 1431/CRU 20,,-2.17,47.80000,nacional
Mini Fabrica - 19,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,16143,PRETO 01/PRETO 01/PRETO 01,,-10.178,2.00000,nacional
Mini Fabrica - 19,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,96674,CAMEL 1165/BRANCO 15/NATURAL,,-7.538,11.80000,nacional
Mini Fabrica - 19,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-10.379,19.00000,nacional
Mini Fabrica - 19,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,108445,OLIVE 1469/BRANCO 15/NATURAL,,-2.671,0.00000,nacional
Mini Fabrica - 19,76853,METAL GLAMOUR PU 0.9 (V P/V 16/17),,41,PRATA,,-3.513,0.00000,nacional
Mini Fabrica - 19,76853,METAL GLAMOUR PU 0.9 (V P/V 16/17),,23146,OURO ROSADO,,-219.62,0.00000,nacional
Mini Fabrica - 19,135523,NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO,,15745,PRETO 01,,-19.146,120.00000,nacional
Mini Fabrica - 19,140206,NAPA FLOATHER ZURIQUE PU 1.2- IMPORTADO,,95669,CARAMELO 1170,,-1.803,0.00000,nacional
Mini Fabrica - 19,140345,NAPA BERLIM PU 1.2- IMPORTADO,,15745,PRETO 01,,-26.826,0.00000,nacional
Mini Fabrica - 19,140345,NAPA BERLIM PU 1.2- IMPORTADO,,83508,CAFE 987,,-19.025,0.00000,nacional
Mini Fabrica - 19,143760,METALIZADO LONDON PU 0.9+BASE FLEX,,34788,DOURADO/BISCOITO,,-0.216,11.00000,nacional
Mini Fabrica - 19,157666,TECIDO ADTERM CH 180 C CONFORFLEX T7 EXT 400 C,,15745,PRETO 01,,-61.255,60.00000,nacional
Mini Fabrica - 19,172898,NAPA FLOATHER ZURIQUE PU 1.2+TECIDO LECCE,,95740,CARAMELO 1170/CREME 516,,-1.823,0.00000,nacional
Mini Fabrica - 19,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-19.416,0.00000,nacional
Mini Fabrica - 19,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,101321,CHOCOLATE 1271,,-0.418,0.00000,nacional
Mini Fabrica - 19,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,103102,CHERRY 1335,,-5.216,104.00000,nacional
Mini Fabrica - 19,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107613,TERRACOTA 1477,,-29.935,67.00000,nacional
Mini Fabrica - 19,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,16143,PRETO 01/PRETO 01/PRETO 01,,-6.518,0.00000,nacional
Mini Fabrica - 19,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-1.304,0.00000,nacional
Mini Fabrica - 19,190938,NAPA TURIM CROCO MILAO PU 1.0 (B P/V 24/25),,15745,PRETO 01,,-1.5,40.00000,nacional
Mini Fabrica - 19,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,41,PRATA,,-0.036,0.00000,nacional
Mini Fabrica - 19,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,66,DOURADO,,-13.885,0.00000,nacional
Mini Fabrica - 19,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,23146,OURO ROSADO,,-1.465,0.00000,nacional
Mini Fabrica - 19,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-1.0,42.00000,nacional
Mini Fabrica - 19,196814,NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE,,15758,PRETO 01/PRETO 01,,-1.214,25.00000,nacional
Mini Fabrica - 19,196814,NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE,,84081,CAFE 987/PRETO 01,,-3.068,0.00000,nacional
Mini Fabrica - 20,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,105827,LILAS 1436,,-1.8,24.00000,nacional
Mini Fabrica - 20,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107613,TERRACOTA 1477,,-6.0,26.00000,nacional
Mini Fabrica - 20,76853,METAL GLAMOUR PU 0.9 (V P/V 16/17),,23146,OURO ROSADO,,-7.0,0.00000,nacional
Mini Fabrica - 20,82290,GLITER MINI SHINE(M/MK O/I 17),,41,PRATA,,-8.093,0.00000,nacional
Mini Fabrica - 20,82290,GLITER MINI SHINE(M/MK O/I 17),,23146,OURO ROSADO,,-4.494,0.00000,nacional
Mini Fabrica - 20,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,101321,CHOCOLATE 1271,,-8.0,0.00000,nacional
Mini Fabrica - 24,34062,PANO P/ REFORCO CR 150,,0,SEM COR,,-5.883,4123.90000,nacional
Mini Fabrica - 24,44187,"CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO",,15745,PRETO 01,,-0.399,714.40000,nacional
Mini Fabrica - 24,56577,FORRO MILANO PU 0.7(B O/I 2014),,50,NATURAL,,-41.084,0.00000,nacional
Mini Fabrica - 24,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-0.642,93.00000,nacional
Mini Fabrica - 24,70815,CAMURCAO PU 1.2 (M O/I 2016)+BASE FLEX 1.0,,90329,TAN 1080/BISCOITO,,-0.268,20.00000,nacional
Mini Fabrica - 24,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,96142,CAMEL 1165/BISCOITO,,-19.872,1.50000,nacional
Mini Fabrica - 24,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,101646,CHOCOLATE 1271/PRETO,,-51.922,125.90000,nacional
Mini Fabrica - 24,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,107768,TERRACOTA 1477/BISCOITO,,-9.822,20.00000,nacional
Mini Fabrica - 24,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,107991,SOLARE 1468/BISCOITO,,-4.317,0.00000,nacional
Mini Fabrica - 24,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,109585,CAMEL 1165/CASTANHO,,-0.533,0.00000,nacional
Mini Fabrica - 24,81298,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17),,35312,BRANCO OFF 526,,-0.384,20.00000,nacional
Mini Fabrica - 24,105699,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95),,21007,BRANCO 99/PRETO 01,,-1.688,24.80000,nacional
Mini Fabrica - 24,105699,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95),,72826,CAFE 569/CARAMELO 876,,-4.551,20.30000,nacional
Mini Fabrica - 24,105699,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95),,81433,BRANCO OFF 526/CINZA 851,,-13.993,0.00000,nacional
Mini Fabrica - 24,142601,NAPA MALI NEO 1.4(BRS O/1 22),,33300,MARINHO 488,,-4.212,0.00000,nacional
Mini Fabrica - 24,142601,NAPA MALI NEO 1.4(BRS O/1 22),,72736,CARAMELO 876,,-3.348,0.00000,nacional
Mini Fabrica - 24,147955,NAPA VERMONT NEO 1.2 (BRS O/I22) + BASE FLEX 1.0,,15787,PRETO 01/PRETO,,-3.31,7.00000,nacional
Mini Fabrica - 24,170822,NAPA MOSCOU NEO 1.2 (BRS O/I25) + BASE FLEX 1.0,,15787,PRETO 01/PRETO,,-1.332,8.70000,nacional
Mini Fabrica - 24,172591,NOBUCK LISBOA PU 0.9 ( V PV 24/25)+TECIDO VELVET,,36126,BRANCO OFF 526/CREME 516,,-0.833,0.00000,nacional
Mini Fabrica - 24,172591,NOBUCK LISBOA PU 0.9 ( V PV 24/25)+TECIDO VELVET,,41492,BEGE 435/CREME 516,,-1.032,0.00000,nacional
Mini Fabrica - 24,174390,NOBUCK LISBOA PU 0.9 ( V PV 24/25)+BASE FLEX 1.0,,37331,BRANCO OFF 526/BISCOITO,,-0.396,61.50000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-27.353,20.00000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,38551,OURO ROSADO/BISCOITO,,-1.507,0.00000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,78556,GRAFITE 914/PRETO,,-0.516,0.00000,nacional
Mini Fabrica - 26,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-3.312,26.00000,nacional
Mini Fabrica - 26,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,15758,PRETO 01/PRETO 01,,-100.638,392.80000,nacional
Mini Fabrica - 26,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,35324,BRANCO OFF 526/CRU 20,,-3.864,94.30000,nacional
Mini Fabrica - 26,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,95810,CAMEL 1165/CRU 20,,-0.385,143.50000,nacional
Mini Fabrica - 26,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,101602,CHOCOLATE 1271/PRETO 01,,-12.237,30.20000,nacional
Mini Fabrica - 26,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,105897,OSTRA 1431/CRU 20,,-6.601,47.80000,nacional
